scrape_date,game_id,start_date,game_status,team_type,team_name,team_score,opponent_name,opponent_score,venue,city,state,over_pick_percent,under_pick_percent,betmgm_opening_over_odds,betmgm_opening_under_odds,betmgm_opening_total,betmgm_current_over_odds,betmgm_current_under_odds,betmgm_current_total,fanduel_opening_over_odds,fanduel_opening_under_odds,fanduel_opening_total,fanduel_current_over_odds,fanduel_current_under_odds,fanduel_current_total,caesars_opening_over_odds,caesars_opening_under_odds,caesars_opening_total,caesars_current_over_odds,caesars_current_under_odds,caesars_current_total,bet365_opening_over_odds,bet365_opening_under_odds,bet365_opening_total,bet365_current_over_odds,bet365_current_under_odds,bet365_current_total,draftkings_opening_over_odds,draftkings_opening_under_odds,draftkings_opening_total,draftkings_current_over_odds,draftkings_current_under_odds,draftkings_current_total,betrivers_opening_over_odds,betrivers_opening_under_odds,betrivers_opening_total,betrivers_current_over_odds,betrivers_current_under_odds,betrivers_current_total,bet_rivers_ny_opening_over_odds,bet_rivers_ny_opening_under_odds,bet_rivers_ny_opening_total,bet_rivers_ny_current_over_odds,bet_rivers_ny_current_under_odds,bet_rivers_ny_current_total
2022-11-07,271555,2022-11-08T01:00:00+00:00,Final,away,Maine,66,Nebraska,79,Pinnacle Bank Arena,Lincoln,NE,42.70833333333333,57.291666666666664,,,,,,,-106.0,-118.0,76.5,-120.0,-104.0,75.5,,,,,,,,,,,,,-115.0,-115.0,75.5,-115.0,-115.0,85.5,,,,,,,,,,,,
2022-11-07,271555,2022-11-08T01:00:00+00:00,Final,home,Nebraska,79,Maine,66,Pinnacle Bank Arena,Lincoln,NE,42.70833333333333,57.291666666666664,,,,,,,-106.0,-118.0,76.5,-120.0,-104.0,75.5,,,,,,,,,,,,,-115.0,-115.0,75.5,-115.0,-115.0,85.5,,,,,,,,,,,,
2022-11-07,271569,2022-11-08T01:00:00+00:00,Final,away,UL Monroe,54,Texas A&M,87,Reed Arena,College Station,TX,45.23809523809524,54.761904761904766,,,,,,,-112.0,-112.0,71.5,-108.0,-116.0,71.5,,,,,,,-110.0,-110.0,73.5,-110.0,-110.0,74.0,-115.0,-115.0,73.5,105.0,-135.0,69.5,,,,,,,,,,,,
2022-11-07,271569,2022-11-08T01:00:00+00:00,Final,home,Texas A&M,87,UL Monroe,54,Reed Arena,College Station,TX,45.23809523809524,54.761904761904766,,,,,,,-112.0,-112.0,71.5,-108.0,-116.0,71.5,,,,,,,-110.0,-110.0,73.5,-110.0,-110.0,74.0,-115.0,-115.0,73.5,105.0,-135.0,69.5,,,,,,,,,,,,
2022-11-07,271573,2022-11-08T01:00:00+00:00,Final,away,Southern Indiana,91,Missouri,97,Mizzou Arena,Columbia,MO,42.51012145748988,57.48987854251012,,,,,,,,,,,,,,,,,,,-110.0,-110.0,76.0,-110.0,-110.0,76.5,-115.0,-115.0,74.5,-135.0,105.0,93.5,,,,,,,,,,,,
2022-11-07,271573,2022-11-08T01:00:00+00:00,Final,home,Missouri,97,Southern Indiana,91,Mizzou Arena,Columbia,MO,42.51012145748988,57.48987854251012,,,,,,,,,,,,,,,,,,,-110.0,-110.0,76.0,-110.0,-110.0,76.5,-115.0,-115.0,74.5,-135.0,105.0,93.5,,,,,,,,,,,,
2022-11-07,271574,2022-11-08T01:00:00+00:00,Final,away,Western Carolina,55,Georgia,68,Stegeman Coliseum,Athens,GA,46.30350194552529,53.69649805447471,,,,,,,-114.0,-110.0,75.5,-118.0,-106.0,73.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,73.5,-115.0,-115.0,72.5,,,,,,,,,,,,
2022-11-07,271574,2022-11-08T01:00:00+00:00,Final,home,Georgia,68,Western Carolina,55,Stegeman Coliseum,Athens,GA,46.30350194552529,53.69649805447471,,,,,,,-114.0,-110.0,75.5,-118.0,-106.0,73.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,73.5,-115.0,-115.0,72.5,,,,,,,,,,,,
2022-11-07,271575,2022-11-08T01:00:00+00:00,Final,away,Stony Brook,45,Florida,81,Exactech Arena at the Stephen C. O'Connell Center,Gainesville,FL,46.0,54.0,,,,,,,-112.0,-112.0,75.5,-110.0,-114.0,74.5,,,,,,,-110.0,-110.0,75.0,-110.0,-110.0,75.0,-115.0,-115.0,74.5,-115.0,-115.0,64.5,,,,,,,,,,,,
2022-11-07,271575,2022-11-08T01:00:00+00:00,Final,home,Florida,81,Stony Brook,45,Exactech Arena at the Stephen C. O'Connell Center,Gainesville,FL,46.0,54.0,,,,,,,-112.0,-112.0,75.5,-110.0,-114.0,74.5,,,,,,,-110.0,-110.0,75.0,-110.0,-110.0,75.0,-115.0,-115.0,74.5,-115.0,-115.0,64.5,,,,,,,,,,,,
2022-11-07,271576,2022-11-08T01:00:00+00:00,Final,away,Fairfield,59,Wake Forest,71,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,54.166666666666664,45.83333333333333,,,,,,,-108.0,-116.0,72.5,-106.0,-118.0,74.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,74.5,-115.0,-115.0,68.5,,,,,,,,,,,,
2022-11-07,271576,2022-11-08T01:00:00+00:00,Final,home,Wake Forest,71,Fairfield,59,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,54.166666666666664,45.83333333333333,,,,,,,-108.0,-116.0,72.5,-106.0,-118.0,74.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,74.5,-115.0,-115.0,68.5,,,,,,,,,,,,
2022-11-07,271581,2022-11-08T01:00:00+00:00,Final,away,Austin Peay,50,NC State,99,PNC Arena,Raleigh,NC,42.02127659574468,57.97872340425532,,,,,,,-116.0,-108.0,74.5,-108.0,-116.0,76.5,,,,,,,,,,,,,-115.0,-115.0,78.5,-115.0,-115.0,82.5,,,,,,,,,,,,
2022-11-07,271581,2022-11-08T01:00:00+00:00,Final,home,NC State,99,Austin Peay,50,PNC Arena,Raleigh,NC,42.02127659574468,57.97872340425532,,,,,,,-116.0,-108.0,74.5,-108.0,-116.0,76.5,,,,,,,,,,,,,-115.0,-115.0,78.5,-115.0,-115.0,82.5,,,,,,,,,,,,
2022-11-07,271585,2022-11-08T01:00:00+00:00,Final,away,Cornell,77,Boston College,79,Silvio O. Conte Forum,Chestnut Hill,MA,42.96875,57.03125,,,,,,,-118.0,-106.0,75.5,-120.0,-104.0,74.5,,,,,,,-110.0,-110.0,78.0,-110.0,-110.0,81.0,-115.0,-115.0,75.5,-115.0,-115.0,71.5,,,,,,,,,,,,
2022-11-07,271585,2022-11-08T01:00:00+00:00,Final,home,Boston College,79,Cornell,77,Silvio O. Conte Forum,Chestnut Hill,MA,42.96875,57.03125,,,,,,,-118.0,-106.0,75.5,-120.0,-104.0,74.5,,,,,,,-110.0,-110.0,78.0,-110.0,-110.0,81.0,-115.0,-115.0,75.5,-115.0,-115.0,71.5,,,,,,,,,,,,
2022-11-07,271588,2022-11-08T01:00:00+00:00,Final,away,Memphis,76,Vanderbilt,67,Memorial Gymnasium,Nashville,TN,52.38095238095239,47.61904761904761,,,,,,,,,,,,,,,,,,,-110.0,-110.0,72.5,-110.0,-110.0,72.0,-115.0,-115.0,74.5,-115.0,-115.0,72.5,,,,,,,-118.0,-115.0,71.0,-115.0,-118.0,73.5
2022-11-07,271588,2022-11-08T01:00:00+00:00,Final,home,Vanderbilt,67,Memphis,76,Memorial Gymnasium,Nashville,TN,52.38095238095239,47.61904761904761,,,,,,,,,,,,,,,,,,,-110.0,-110.0,72.5,-110.0,-110.0,72.0,-115.0,-115.0,74.5,-115.0,-115.0,72.5,,,,,,,-118.0,-115.0,71.0,-115.0,-118.0,73.5
2022-11-07,274057,2022-11-08T01:00:00+00:00,Final,away,Murray St.,68,Saint Louis,91,Chaifetz Arena,St. Louis,MO,50.943396226415096,49.056603773584904,,,,,,,-118.0,-106.0,75.5,-118.0,-106.0,77.5,,,,,,,-110.0,-110.0,79.5,-110.0,-110.0,79.5,-115.0,-115.0,78.5,-135.0,105.0,91.5,,,,,,,-117.0,-117.0,78.5,-113.0,-121.0,91.5
2022-11-07,274057,2022-11-08T01:00:00+00:00,Final,home,Saint Louis,91,Murray St.,68,Chaifetz Arena,St. Louis,MO,50.943396226415096,49.056603773584904,,,,,,,-118.0,-106.0,75.5,-118.0,-106.0,77.5,,,,,,,-110.0,-110.0,79.5,-110.0,-110.0,79.5,-115.0,-115.0,78.5,-135.0,105.0,91.5,,,,,,,-117.0,-117.0,78.5,-113.0,-121.0,91.5
2022-11-07,274060,2022-11-08T01:00:00+00:00,Final OT,away,FDU,82,Loyola-Chicago,88,Joseph J. Gentile Center,Chicago,IL,41.84782608695652,58.152173913043484,,,,,,,-108.0,-116.0,73.5,-114.0,-110.0,74.5,,,,,,,,,,,,,-115.0,-115.0,75.5,-115.0,-115.0,78.5,,,,,,,,,,,,
2022-11-07,274060,2022-11-08T01:00:00+00:00,Final OT,home,Loyola-Chicago,88,FDU,82,Joseph J. Gentile Center,Chicago,IL,41.84782608695652,58.152173913043484,,,,,,,-108.0,-116.0,73.5,-114.0,-110.0,74.5,,,,,,,,,,,,,-115.0,-115.0,75.5,-115.0,-115.0,78.5,,,,,,,,,,,,
2022-11-07,274067,2022-11-08T01:00:00+00:00,Final,away,Trinity (TX),47,UTSA,74,UTSA Convocation Center,San Antonio,TX,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274067,2022-11-08T01:00:00+00:00,Final,home,UTSA,74,Trinity (TX),47,UTSA Convocation Center,San Antonio,TX,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274075,2022-11-08T01:00:00+00:00,Final,away,Central Arkansas,55,Wichita St.,79,Charles Koch Arena,Wichita,KS,46.03174603174603,53.96825396825397,,,,,,,-118.0,-106.0,75.5,-112.0,-112.0,76.5,,,,,,,,,,,,,-115.0,-115.0,77.5,105.0,-135.0,70.5,,,,,,,,,,,,
2022-11-07,274075,2022-11-08T01:00:00+00:00,Final,home,Wichita St.,79,Central Arkansas,55,Charles Koch Arena,Wichita,KS,46.03174603174603,53.96825396825397,,,,,,,-118.0,-106.0,75.5,-112.0,-112.0,76.5,,,,,,,,,,,,,-115.0,-115.0,77.5,105.0,-135.0,70.5,,,,,,,,,,,,
2022-11-07,274499,2022-11-08T01:00:00+00:00,Final 2OT,away,UNC Asheville,98,Central Florida,95,Addition Financial Arena,Orlando,FL,41.86046511627907,58.139534883720934,,,,,,,-120.0,-104.0,73.5,-110.0,-114.0,73.5,,,,,,,,,,,,,-115.0,-115.0,74.5,-115.0,-115.0,75.5,,,,,,,,,,,,
2022-11-07,274499,2022-11-08T01:00:00+00:00,Final 2OT,home,Central Florida,95,UNC Asheville,98,Addition Financial Arena,Orlando,FL,41.86046511627907,58.139534883720934,,,,,,,-120.0,-104.0,73.5,-110.0,-114.0,73.5,,,,,,,,,,,,,-115.0,-115.0,74.5,-115.0,-115.0,75.5,,,,,,,,,,,,
2022-11-07,274542,2022-11-08T01:00:00+00:00,Final,away,Northern CO,36,Houston,83,Fertitta Center,Houston,TX,55.21235521235521,44.78764478764479,,,,,,,-108.0,-116.0,75.5,-106.0,-118.0,73.5,,,,,,,-110.0,-110.0,70.0,-110.0,-110.0,69.5,-115.0,-115.0,73.5,-115.0,-115.0,73.5,,,,,,,,,,,,
2022-11-07,274542,2022-11-08T01:00:00+00:00,Final,home,Houston,83,Northern CO,36,Fertitta Center,Houston,TX,55.21235521235521,44.78764478764479,,,,,,,-108.0,-116.0,75.5,-106.0,-118.0,73.5,,,,,,,-110.0,-110.0,70.0,-110.0,-110.0,69.5,-115.0,-115.0,73.5,-115.0,-115.0,73.5,,,,,,,,,,,,
2022-11-07,274547,2022-11-08T01:00:00+00:00,Final,away,Lincoln (MO),59,Kansas City,56,Swinney Recreation Center,Kansas City,MO,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274547,2022-11-08T01:00:00+00:00,Final,home,Kansas City,56,Lincoln (MO),59,Swinney Recreation Center,Kansas City,MO,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274549,2022-11-08T01:00:00+00:00,Final,away,ND State,58,Arkansas,76,Bud Walton Arena,Fayetteville,AR,54.54545454545454,45.45454545454545,,,,,,,-118.0,-106.0,74.5,-114.0,-110.0,73.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,74.5,-115.0,-115.0,76.5,,,,,,,-115.0,-118.0,74.5,-110.0,-122.0,75.5
2022-11-07,274549,2022-11-08T01:00:00+00:00,Final,home,Arkansas,76,ND State,58,Bud Walton Arena,Fayetteville,AR,54.54545454545454,45.45454545454545,,,,,,,-118.0,-106.0,74.5,-114.0,-110.0,73.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,74.5,-115.0,-115.0,76.5,,,,,,,-115.0,-118.0,74.5,-110.0,-122.0,75.5
2022-11-07,274551,2022-11-08T01:00:00+00:00,Final,away,Harding,55,Arkansas St.,86,First National Bank Arena,Jonesboro,AR,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274551,2022-11-08T01:00:00+00:00,Final,home,Arkansas St.,86,Harding,55,First National Bank Arena,Jonesboro,AR,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274555,2022-11-08T01:00:00+00:00,Final,away,William Carey,42,Southern Miss,75,Reed Green Coliseum,Hattiesburg,MS,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274555,2022-11-08T01:00:00+00:00,Final,home,Southern Miss,75,William Carey,42,Reed Green Coliseum,Hattiesburg,MS,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274568,2022-11-08T01:00:00+00:00,Final,away,St. Thomas (TX),61,Lamar,63,Montagne Center,Beaumont,TX,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274568,2022-11-08T01:00:00+00:00,Final,home,Lamar,63,St. Thomas (TX),61,Montagne Center,Beaumont,TX,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274569,2022-11-08T01:00:00+00:00,Final,away,Wisconsin-Parkside,59,Bradley,93,Carver Arena,Peoria,IL,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274569,2022-11-08T01:00:00+00:00,Final,home,Bradley,93,Wisconsin-Parkside,59,Carver Arena,Peoria,IL,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,271590,2022-11-08T01:00:00+00:00,Final,away,Lehigh,72,Syracuse,90,JMA Wireless Dome,Syracuse,NY,44.559585492227974,55.44041450777202,,,,,,,-118.0,-106.0,76.5,-118.0,-106.0,73.5,,,,,,,,,,,,,-115.0,-115.0,76.5,-135.0,105.0,86.5,,,,,,,,,,,,
2022-11-07,271590,2022-11-08T01:00:00+00:00,Final,home,Syracuse,90,Lehigh,72,JMA Wireless Dome,Syracuse,NY,44.559585492227974,55.44041450777202,,,,,,,-118.0,-106.0,76.5,-118.0,-106.0,73.5,,,,,,,,,,,,,-115.0,-115.0,76.5,-135.0,105.0,86.5,,,,,,,,,,,,
2022-11-07,275909,2022-11-08T01:00:00+00:00,Final,away,St. Augustine,62,Campbell,79,John W. Pope Jr. Convocation Center,Buies Creek,NC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,275909,2022-11-08T01:00:00+00:00,Final,home,Campbell,79,St. Augustine,62,John W. Pope Jr. Convocation Center,Buies Creek,NC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,271564,2022-11-08T01:00:00+00:00,Final,away,AR-Pine Bluff,72,Texas Christian,73,Schollmaier Arena,Fort Worth,TX,43.91534391534391,56.08465608465608,,,,,,,-112.0,-112.0,75.5,-120.0,-104.0,74.5,,,,,,,,,,,,,-115.0,-115.0,75.5,105.0,-135.0,68.5,,,,,,,,,,,,
2022-11-07,271564,2022-11-08T01:00:00+00:00,Final,home,Texas Christian,73,AR-Pine Bluff,72,Schollmaier Arena,Fort Worth,TX,43.91534391534391,56.08465608465608,,,,,,,-112.0,-112.0,75.5,-120.0,-104.0,74.5,,,,,,,,,,,,,-115.0,-115.0,75.5,105.0,-135.0,68.5,,,,,,,,,,,,
2022-11-07,271567,2022-11-08T01:00:00+00:00,Final,away,Nebraska Omaha,64,Kansas,89,Allen Fieldhouse,Lawrence,KS,64.31095406360424,35.68904593639576,,,,,,,-114.0,-110.0,78.5,-118.0,-106.0,76.5,,,,,,,-110.0,-110.0,78.5,-110.0,-110.0,78.5,-115.0,-115.0,77.5,-115.0,-115.0,79.5,,,,,,,-117.0,-117.0,77.0,125.0,-175.0,81.0
2022-11-07,271567,2022-11-08T01:00:00+00:00,Final,home,Kansas,89,Nebraska Omaha,64,Allen Fieldhouse,Lawrence,KS,64.31095406360424,35.68904593639576,,,,,,,-114.0,-110.0,78.5,-118.0,-106.0,76.5,,,,,,,-110.0,-110.0,78.5,-110.0,-110.0,78.5,-115.0,-115.0,77.5,-115.0,-115.0,79.5,,,,,,,-117.0,-117.0,77.0,125.0,-175.0,81.0
2022-11-07,271568,2022-11-08T01:00:00+00:00,Final,away,IUPUI,39,Iowa State,88,James H. Hilton Coliseum,Ames,IA,46.616541353383454,53.383458646616546,,,,,,,-114.0,-110.0,67.5,-114.0,-110.0,67.5,,,,,,,-110.0,-110.0,71.5,-110.0,-110.0,71.5,-115.0,-115.0,67.5,-115.0,-115.0,64.5,,,,,,,,,,,,
2022-11-07,271568,2022-11-08T01:00:00+00:00,Final,home,Iowa State,88,IUPUI,39,James H. Hilton Coliseum,Ames,IA,46.616541353383454,53.383458646616546,,,,,,,-114.0,-110.0,67.5,-114.0,-110.0,67.5,,,,,,,-110.0,-110.0,71.5,-110.0,-110.0,71.5,-115.0,-115.0,67.5,-115.0,-115.0,64.5,,,,,,,,,,,,
2022-11-07,276155,2022-11-08T01:00:00+00:00,Final,away,North Texas-Dallas,57,Grambling State,82,Fredrick C. Hobdy Assembly Center,Grambling,LA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,276155,2022-11-08T01:00:00+00:00,Final,home,Grambling State,82,North Texas-Dallas,57,Fredrick C. Hobdy Assembly Center,Grambling,LA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,276145,2022-11-08T01:00:00+00:00,Final,away,Illinois-Springfield,83,NIU,77,NIU Convocation Center,DeKalb,IL,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,276145,2022-11-08T01:00:00+00:00,Final,home,NIU,77,Illinois-Springfield,83,NIU Convocation Center,DeKalb,IL,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,275905,2022-11-08T01:00:00+00:00,Final,away,Toccoa Falls,52,Charleston So,83,The Buc Dome,North Charleston,SC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,275905,2022-11-08T01:00:00+00:00,Final,home,Charleston So,83,Toccoa Falls,52,The Buc Dome,North Charleston,SC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,271589,2022-11-08T01:00:00+00:00,Final,away,George Mason,52,Auburn,70,Neville Arena,Auburn,AL,53.03030303030303,46.96969696969697,,,,,,,-112.0,-112.0,73.5,-118.0,-106.0,72.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,73.5,-135.0,105.0,68.5,,,,,,,-121.0,-113.0,73.0,-113.0,-121.0,73.5
2022-11-07,271589,2022-11-08T01:00:00+00:00,Final,home,Auburn,70,George Mason,52,Neville Arena,Auburn,AL,53.03030303030303,46.96969696969697,,,,,,,-112.0,-112.0,73.5,-118.0,-106.0,72.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,73.5,-135.0,105.0,68.5,,,,,,,-121.0,-113.0,73.0,-113.0,-121.0,73.5
2022-11-07,274497,2022-11-08T01:00:00+00:00,Final,away,SE Missouri St.,64,South Florida,61,Yuengling Center,Tampa,FL,39.08045977011494,60.91954022988506,,,,,,,-120.0,-104.0,72.5,-112.0,-112.0,74.5,,,,,,,-110.0,-110.0,73.0,-110.0,-110.0,72.5,-115.0,-115.0,75.5,-115.0,-115.0,62.5,,,,,,,,,,,,
2022-11-07,274497,2022-11-08T01:00:00+00:00,Final,home,South Florida,61,SE Missouri St.,64,Yuengling Center,Tampa,FL,39.08045977011494,60.91954022988506,,,,,,,-120.0,-104.0,72.5,-112.0,-112.0,74.5,,,,,,,-110.0,-110.0,73.0,-110.0,-110.0,72.5,-115.0,-115.0,75.5,-115.0,-115.0,62.5,,,,,,,,,,,,
2022-11-07,274567,2022-11-08T01:00:00+00:00,Final,away,Champion Christian,54,McNeese St.,110,The Legacy Center,Lake Charles,LA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274567,2022-11-08T01:00:00+00:00,Final,home,McNeese St.,110,Champion Christian,54,The Legacy Center,Lake Charles,LA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,271565,2022-11-08T01:00:00+00:00,Final,away,Sam Houston St.,52,Oklahoma,51,Lloyd Noble Center,Norman,OK,57.95454545454546,42.04545454545455,,,,,,,-114.0,-110.0,68.5,-112.0,-112.0,69.5,,,,,,,-110.0,-110.0,69.0,-110.0,-110.0,69.0,-115.0,-115.0,70.5,-115.0,-115.0,54.5,,,,,,,,,,,,
2022-11-07,271565,2022-11-08T01:00:00+00:00,Final,home,Oklahoma,51,Sam Houston St.,52,Lloyd Noble Center,Norman,OK,57.95454545454546,42.04545454545455,,,,,,,-114.0,-110.0,68.5,-112.0,-112.0,69.5,,,,,,,-110.0,-110.0,69.0,-110.0,-110.0,69.0,-115.0,-115.0,70.5,-115.0,-115.0,54.5,,,,,,,,,,,,
2022-11-07,271547,2022-11-08T01:30:00+00:00,Final,away,UC Riverside,66,Colorado,82,CU Events Center,Boulder,CO,44.6215139442231,55.37848605577689,,,,,,,-106.0,-118.0,71.5,-104.0,-120.0,71.5,,,,,,,-110.0,-110.0,73.0,-110.0,-110.0,73.0,-115.0,-115.0,72.5,-115.0,-115.0,79.5,,,,,,,-113.0,-121.0,71.0,-112.0,-122.0,77.5
2022-11-07,271547,2022-11-08T01:30:00+00:00,Final,home,Colorado,82,UC Riverside,66,CU Events Center,Boulder,CO,44.6215139442231,55.37848605577689,,,,,,,-106.0,-118.0,71.5,-104.0,-120.0,71.5,,,,,,,-110.0,-110.0,73.0,-110.0,-110.0,73.0,-115.0,-115.0,72.5,-115.0,-115.0,79.5,,,,,,,-113.0,-121.0,71.0,-112.0,-122.0,77.5
2022-11-07,275896,2022-11-08T01:30:00+00:00,Final,away,Evansville,78,Miami (OH),74,Millett Hall,Oxford,OH,39.92395437262358,60.07604562737643,,,,,,,-112.0,-112.0,72.5,-108.0,-116.0,69.5,,,,,,,-110.0,-110.0,72.0,-110.0,-110.0,72.0,-115.0,-115.0,69.5,-115.0,-115.0,77.5,,,,,,,,,,,,
2022-11-07,275896,2022-11-08T01:30:00+00:00,Final,home,Miami (OH),74,Evansville,78,Millett Hall,Oxford,OH,39.92395437262358,60.07604562737643,,,,,,,-112.0,-112.0,72.5,-108.0,-116.0,69.5,,,,,,,-110.0,-110.0,72.0,-110.0,-110.0,72.0,-115.0,-115.0,69.5,-115.0,-115.0,77.5,,,,,,,,,,,,
2022-11-07,276130,2022-11-08T01:30:00+00:00,Final,away,Centenary,55,UL Lafayette,106,Cajundome,Lafayette,LA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,276130,2022-11-08T01:30:00+00:00,Final,home,UL Lafayette,106,Centenary,55,Cajundome,Lafayette,LA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,276143,2022-11-08T01:30:00+00:00,Final,away,Wartburg,49,Northern Iowa,105,McLeod Center,Cedar Falls,IA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,276143,2022-11-08T01:30:00+00:00,Final,home,Northern Iowa,105,Wartburg,49,McLeod Center,Cedar Falls,IA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274084,2022-11-08T01:30:00+00:00,Final,away,Radford,69,Marquette,79,Fiserv Forum,Milwaukee,WI,50.520833333333336,49.47916666666667,,,,,,,-118.0,-106.0,71.5,-112.0,-112.0,72.5,,,,,,,,,,,,,-115.0,-115.0,73.5,-115.0,-115.0,72.5,,,,,,,,,,,,
2022-11-07,274084,2022-11-08T01:30:00+00:00,Final,home,Marquette,79,Radford,69,Fiserv Forum,Milwaukee,WI,50.520833333333336,49.47916666666667,,,,,,,-118.0,-106.0,71.5,-112.0,-112.0,72.5,,,,,,,,,,,,,-115.0,-115.0,73.5,-115.0,-115.0,72.5,,,,,,,,,,,,
2022-11-07,274085,2022-11-08T01:30:00+00:00,Final,away,St. Thomas (MN),60,Creighton,72,CHI Health Center Omaha,Omaha,NE,53.54330708661418,46.45669291338583,,,,,,,,,,,,,,,,,,,-110.0,-110.0,79.0,-110.0,-110.0,79.0,-115.0,-115.0,76.5,-115.0,-115.0,70.5,,,,,,,,,,,,
2022-11-07,274085,2022-11-08T01:30:00+00:00,Final,home,Creighton,72,St. Thomas (MN),60,CHI Health Center Omaha,Omaha,NE,53.54330708661418,46.45669291338583,,,,,,,,,,,,,,,,,,,-110.0,-110.0,79.0,-110.0,-110.0,79.0,-115.0,-115.0,76.5,-115.0,-115.0,70.5,,,,,,,,,,,,
2022-11-07,274496,2022-11-08T01:30:00+00:00,Final,away,East Texas A&M,60,SMU,77,Moody Coliseum,Dallas,TX,0.0,0.0,,,,,,,-110.0,-114.0,75.5,-120.0,-104.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274496,2022-11-08T01:30:00+00:00,Final,home,SMU,77,East Texas A&M,60,Moody Coliseum,Dallas,TX,0.0,0.0,,,,,,,-110.0,-114.0,75.5,-120.0,-104.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,274498,2022-11-08T01:30:00+00:00,Final,away,UMBC,67,Tulane,89,Devlin Fieldhouse,New Orleans,LA,37.765957446808514,62.23404255319149,,,,,,,-104.0,-120.0,76.5,-118.0,-106.0,75.5,,,,,,,,,,,,,-115.0,-115.0,76.5,105.0,-135.0,76.5,,,,,,,,,,,,
