season,date,home_team,away_team,home_1st,away_1st,home_2nd,away_2nd,home_final,away_final,home_open,away_open,home_close,away_close,home_ml,away_ml,home_2H,away_2H
2021,20211109.0,California,UCSanDiego,37,33,30,47,67,80,15,141.5,14.5,140,-1100,700,7.5,74
2021,20211109.0,ArkansasLR,SoIllinois,34,37,35,29,69,66,139,7,137.5,6.5,235,-275,73.5,3
2021,20211109.0,Buckeyes,Akron,36,28,31,38,67,66,16.5,146.5,16.5,140.5,-1300,775,7.5,73
2021,20211109.0,VaCommonwealth,St.Peter's,31,23,26,31,57,54,9.5,133.5,9,129,-420,350,3.5,70
2021,20211109.0,IndianaU,EasternMichigan,36,19,32,43,68,62,22,139,24.5,144.5,-3000,1200,10,75.5
2021,20211109.0,Bulldogs,IUPUI,29,19,27,28,56,47,26.5,142.5,25,141,-3000,1200,11.5,72
2021,20211109.0,Pittsburgh,TheCitadel,31,43,32,35,63,78,9,155,10.5,154.5,-490,395,8,80
2021,20211109.0,Iona,AppalachianSt,25,27,40,26,65,53,5.5,138,6.5,136.5,-265,225,5,71
2021,20211109.0,Dayton,IllinoisChicago,25,32,39,22,64,54,15,139.5,14,135.5,-1000,650,10.5,70.5
2021,20211109.0,Georgia,FloridaIntl,22,27,36,24,58,51,12,154,7,152,-370,310,6,76
2021,20211109.0,Ohio,Belmont,44,39,48,41,92,80,156.5,1,156,4,150,-170,83,3
2021,20211109.0,CharlotteU,Monmouth,32,23,36,43,68,66,5,139.5,5.5,135.5,-200,175,0.5,70.5
2021,20211109.0,Spartans,Jayhawks,32,39,42,48,74,87,145.5,4.5,141,4.5,175,-200,75.5,0.5
2021,20211109.0,Valparaiso,Toledo,33,35,28,34,61,69,146.5,4,143,5,175,-200,76,2.5
2021,20211109.0,ArizonaState,PortlandU,31,25,45,35,76,60,25,155.5,22.5,157,-1800,950,10.5,79.5
2021,20211109.0,Mountaineers,Oakland,27,23,33,30,60,53,16.5,151.5,17.5,151,-1600,900,8.5,79
2021,20211109.0,Volunteers,TennMartin,43,35,47,27,90,62,35,147,35,148,-7500,2500,15.5,78
2021,20211109.0,Duquesne,Rider,30,33,43,28,73,61,7.5,146.5,7.5,149.5,-320,265,5.5,77
2021,20211109.0,Bearcats,Evansville,31,22,34,21,65,43,8,135.5,11.5,135,-550,425,4.5,71.5
2021,20211109.0,Providence,Fairfield,42,35,38,38,80,73,14,134,15.5,132.5,-1200,750,7,73
2021,20211109.0,St.Bonaventure,Siena,36,32,39,15,75,47,20.5,137,19,133.5,-2000,1000,10,71
2021,20211109.0,Terrapins,Quinnipiac,41,25,42,44,83,69,22,142,23,141.5,-3000,1200,9.5,75
2021,20211109.0,Davidson,Delaware,51,33,42,38,93,71,7,138,7,137,-280,240,74.5,0.5
2021,20211109.0,GeorgiaSouthern,BallState,41,41,41,30,82,71,3,141,2.5,137,-145,125,1.5,76
2021,20211109.0,GeorgiaTech,MiamiOhio,33,33,36,39,69,72,10.5,144.5,9.5,140.5,-450,375,6,76
2021,20211109.0,WesternCarolina,BowlingGreen,37,29,31,39,79,71,151,9,154.5,9,330,-400,80.5,6.5
2021,20211109.0,MiamiFlorida,Canisius,37,31,40,36,77,67,15,147.5,15.5,151,-1400,800,7.5,79.5
2021,20211109.0,Musketeers,Niagara,29,23,34,37,63,60,21,142.5,17,139.5,-1500,850,7.5,72
2021,20211109.0,Fordham,Columbia,49,33,28,34,77,67,11,135,9.5,137,-500,400,1.5,73
2021,20211109.0,Northwestern,EasternIllinois,40,29,40,27,80,56,25,142,23,138.5,-2500,1100,9.5,73
2021,20211109.0,HoustonU,Hofstra,31,37,38,32,83,75,19,143,19,141.5,-2000,1000,12,75
2021,20211109.0,Gators,Elon,47,24,27,37,74,61,19.5,142,18.5,137.5,-1800,950,6.5,73.5
2021,20211109.0,IllinoisState,NCWilmington,23,32,45,31,68,63,7,149,5,147.5,-200,175,4.5,75
2021,20211109.0,MemphisU,TennesseeTech,52,41,37,24,89,65,28,149,28.5,150,-5000,1500,13,80.5
2021,20211109.0,Tigers,CentralMichigan,45,29,33,39,78,68,18,148,16,138.5,-1200,750,5.5,73.5
2021,20211109.0,Cowboys,UTArlington,43,14,45,31,88,45,21.5,144,18,148.5,-1600,900,5.5,76.5
2021,20211109.0,Razorbacks,Mercer,28,36,46,25,74,61,19.5,151.5,19,150.5,-2000,1000,12,78.5
2021,20211109.0,WichitaState,JacksonvilleSt,23,27,37,30,60,57,9.5,143.5,8.5,141,-350,290,6.5,71.5
2021,20211109.0,Tigers,MoreheadState,44,24,33,30,77,54,15.5,146,15,144.5,-1200,750,5,76.5
2021,20211109.0,Nebraska,WesternIllinois,32,33,42,42,74,75,16,154,17,155,-1600,900,9.5,80
2021,20211109.0,Minnesota,UMKC,33,25,38,31,71,56,10.5,135.5,6.5,131,-340,280,2,67.5
2021,20211109.0,NorthDakota,WiscMilwaukee,28,36,32,39,60,75,148,9,151,7.5,245,-285,78.5,2.5
2021,20211109.0,Tigers,ULMonroe,52,20,49,19,101,39,19.5,146.5,20,147,-2500,1100,7,77
2021,20211109.0,UtahU,AbileneChristian,34,27,36,29,70,56,10,141,10,135.5,-500,400,4.5,71.5
2021,20211109.0,Rice,Pepperdine,36,35,46,28,82,63,4.5,160,7.5,157.5,-290,245,4.5,83.5
2021,20211109.0,WiscGreenBay,IndianaState,43,38,34,43,77,81,142,3.5,140,2.5,120,-140,76.5,2.5
2021,20211109.0,BostonCollege,Dartmouth,42,19,31,38,73,57,12,135.5,12,133,-800,550,2.5,70
2021,20211109.0,MissouriSt,SEMissouriSt,41,45,53,54,94,99,17,148,16,146,-1400,800,10.5,80.5
2021,20211109.0,ChicagoSt,StThomas,33,32,44,40,77,72,145.5,5.5,149,7.5,240,-280,79,5
2021,20211109.0,Golden Eagles,SIUEdwardsville,39,38,49,39,88,77,20.5,140.5,20.5,138.5,-2500,1100,11,76.5
2021,20211109.0,BoiseState,UtahValley,38,27,38,29,76,56,15,147,14.5,143.5,-1200,750,5,77
2021,20211109.0,Crimson Tide,LouisianaTech,48,31,45,33,93,64,12,153.5,11.5,153.5,-700,500,3,79.5
2021,20211109.0,Trojans,CSNorthridge,52,19,37,30,89,49,24.5,147,24,144.5,-2500,1100,7.5,75.5
2021,20211109.0,NewMexicoState,CalIrvine,30,25,32,26,62,51,4,138,5.5,134.5,-220,190,2,70.5
2021,20211109.0,Bulldogs,DixieState,40,25,57,38,97,63,40.5,164.5,40,168,-15000,5000,17.5,81
2021,20211109.0,SantaClara,CSFullerton,37,35,47,42,84,77,9,152.5,7,152.5,-330,270,4,79.5
2021,20211109.0,SouthDakotaState,Bradley,47,26,34,39,81,65,10,150,9,149,-440,370,0.5,77
2021,20211109.0,UtahState,UCDavis,35,40,34,32,69,72,13,143,11.5,142.5,-750,525,8.5,77
2021,20211109.0,Blue Devils,Wildcats,39,35,40,36,79,71,1,147.5,2.5,148.5,-140,120,pk,78.5
2021,20211109.0,ColoradoState,OralRoberts,50,43,59,37,109,80,12.5,154.5,12.5,155,-700,500,5.5,85.5
2021,20211109.0,BYU,ClevelandState,34,27,35,32,69,59,14,146,14.5,144.5,-1100,700,6.5,74
2021,20211109.0,Nevada,E.Washington,43,34,48,42,91,76,20,154.5,21,154,-2500,1100,9.5,81
2021,20211109.0,Stanford,TarletonSt,24,26,38,24,62,50,15.5,136.5,16,133,-1400,800,10,68
2021,20211109.0,Aztecs,CalRiverside,40,30,26,23,66,53,14.5,133,13,131.5,-900,600,4.5,71.5
2021,20211109.0,Colorado,MontanaState,35,38,45,42,94,90,15.5,142,12,140,-700,500,7.5,74.5
2021,20211109.0,OregonState,PortlandState,28,32,45,32,73,64,15,144,13.5,141,-1000,650,8.5,73.5
2021,20211109.0,WashingtonU,NoIllinois,27,36,37,35,64,71,19,143.5,19.5,145.5,-2500,1100,12.5,75.5
2021,20211109.0,LoyolaMarymount,Chattanooga,35,33,29,42,64,75,10.5,143,7.5,141.5,-350,290,4,75.5
2021,20211109.0,Wildcats,NorthernArizona,42,22,39,30,81,52,24.5,139.5,26.5,145.5,-3000,1200,10,76
2021,20211109.0,Bruins,CSBakersfield,47,19,48,39,95,58,20,135,23,134.5,-3000,1200,8.5,72
2021,20211109.0,WashingtonState,AlcornState,39,25,46,42,85,67,23.5,141.5,28.5,141,-5000,1500,11.5,74.5
2021,20211109.0,Wildcats,MountStMarys,45,21,46,30,91,51,25,132.5,26,129.5,-3000,1200,9.5,67.5
2021,20211109.0,SouthFlorida,BethuneCookman,29,29,46,25,75,54,18.5,141,20.5,138,-2000,1000,11.5,72
2021,20211109.0,Huskies,CentralConn,52,23,47,25,99,48,32,142,34,146,-4000,1700,12.5,77.5
2021,20211109.0,Orange,Lafayette,52,30,45,33,97,63,22.5,153.5,25.5,153,-5000,1500,11.5,81
2021,20211109.0,RhodeIsland,BostonU,36,27,35,35,71,62,11,141,8.5,144.5,-450,375,2.5,74.5
2021,20211109.0,AlbanyNY,Towson,32,39,24,38,56,77,4.5,140,142,3,135,-155,0.5,77.5
2021,20211109.0,NCGreensboro,N.CarolinaA&T,28,31,29,22,57,53,13.5,141.5,7.5,142.5,-360,300,5.5,75
2021,20211109.0,Gamecocks,USCUpstate,43,34,35,26,78,60,23.5,148.5,23,149,-2500,1100,10.5,78.5
2021,20211109.0,Tar Heels,LoyolaMaryland,45,31,38,36,83,67,22,150.5,25.5,152.5,-4000,1400,11.5,80.5
2021,20211109.0,Tigers,Presbyterian,24,32,40,21,64,53,18,134.5,19,131,-1600,900,11.5,68.5
2021,20211109.0,EastCarolina,SoCarolinaSt,42,34,28,28,70,62,20,141.5,21,144.5,-2500,1100,9,77
2021,20211109.0,GeorgeMason,StonyBrook,35,28,39,24,74,52,2,142,4,143.5,-180,160,0.5,75.5
2021,20211109.0,Wagner,Hartford,45,28,32,31,77,59,5,135.5,4.5,137,-200,175,73.5,2.5
2021,20211109.0,Ducks,TexasSouthern,36,26,47,40,83,66,21.5,147.5,21,150,-4000,1400,9.5,78.5
2021,20211109.0,Colgate,Northeastern,23,25,42,33,65,58,8.5,146,7,148,-350,290,5,75.5
2021,20211109.0,Richmond,NCCentral,31,36,39,24,70,60,27,137,27,137,-4000,1400,14.5,72.5
2021,20211109.0,Massachusetts,MDBaltimoreCo,32,36,45,24,77,60,12,146,10.5,151.5,-600,450,7.5,80.5
2021,20211109.0,UAB,NCAsheville,44,36,58,41,102,77,17.5,145,17,149,-1600,900,8.5,82.5
2021,20211109.0,Mississippi,NewOrleansU,43,31,39,30,82,61,24,142,23.5,142,-2500,1100,10.5,74.5
2021,20211109.0,Binghamton,Cornell,32,37,37,39,69,76,pk,141.5,3,136,-155,135,5,72.5
2021,20211109.0,IncarnateWord,TexasState,24,43,33,32,57,75,136.5,13,130.5,9.5,425,-550,69.5,2.5
2021,20211109.0,St.Johns,MissValleySt,59,18,60,43,119,61,42.5,154,45,162.5,-10000,3300,18.5,85.5
2021,20211109.0,AlabamaA&M,TennesseeState,40,34,42,39,82,73,1,137.5,137,3,135,-155,74.5,5
2021,20211109.0,WesternKentucky,AlabamaState,31,36,48,38,79,74,26,138,26,140,-3500,1300,15.5,74.5
2021,20211109.0,Badgers,St.FrancisNY,42,21,39,37,81,58,25,142.5,24.5,136,-3500,1300,10,71.5
2021,20211109.0,SaintLouis,CentralArkansas,43,32,53,29,96,61,21.5,148,21.5,147.5,-2500,1100,10.5,78.5
2021,20211109.0,St.Josephs,MDEasternShore,40,26,29,41,69,67,21.5,141,24.5,142,-4000,1400,10.5,74.5
2021,20211109.0,NorthernIowa,NichollsState,27,27,31,35,58,62,11,149,14,148.5,-900,600,7.5,74.5
2021,20211109.0,LoyolaChicago,CoppinState,54,19,49,26,103,45,34,146.5,31.5,144.5,-3000,1300,16.5,77.5
2021,20211109.0,GeoWashington,St.FrancisPA,39,26,36,46,75,72,5,140,6.5,143,-250,210,1.5,73.5
2021,20211109.0,SMU,McNeeseState,39,31,47,31,86,62,25,145,28.5,145.5,-4000,1400,14.5,77.5
2021,20211109.0,Hokies,Maine,46,22,36,25,82,47,26,132,27,131.5,-4000,1400,8.5,70.5
2021,20211109.0,Bluejays,ArkPineBluff,38,47,52,30,90,77,34,137.5,34,142.5,-4000,1700,19.5,78.5
2021,20211109.0,Red Raiders,NorthFlorida,50,36,39,38,89,74,23,143,21.5,148,-2500,1100,8.5,79.5
2021,20211109.0,Cyclones,KennesawSt,37,29,47,44,84,73,15,141,15.5,141,-1200,750,5.5,75.5
2021,20211109.0,Sooners,NorthwesternSt,28,25,49,34,77,59,26,142,27.5,143,-4000,1400,16.5,72.5
2021,20211109.0,Wolfpack,Bucknell,40,40,48,30,88,70,23,149,24,153.5,-3000,1200,12.5,80.5
2021,20211109.0,LaSalle,SacredHeart,30,26,37,41,81,86,7,147,7.5,147,-380,320,4.5,75
2021,20211109.0,American,Marist,24,26,38,36,77,73,3,131,2.5,129.5,-140,120,3,67.5
2021,20211109.0,Tulane,SELouisiana,31,30,39,37,70,67,17,141,15,142.5,-1200,750,8,76
2021,20211109.0,Fighting Illini,JacksonState,30,17,41,30,71,47,30,135.5,24.5,135.5,-3000,1200,10,68.5
2021,20211109.0,Longhorns,HoustonBaptist,43,27,49,21,92,48,34.5,152,37.5,153,-4500,1800,17.5,79
2021,20211109.0,Cavaliers,Navy,35,42,23,24,58,66,14,125.5,15.5,121.5,-1200,750,8,66.5
2021,20211109.0,Boilermakers,Bellarmine,50,37,46,30,96,67,21,146.5,24,143.5,-3500,1300,11.5,78.5
2021,20211109.0,Cardinals,Southern,33,31,39,29,72,60,25.5,137.5,26.5,139,-4000,1400,13,72
2021,20211109.0,GrandCanyon,Grambling,40,18,34,35,74,53,15,136.5,15,136,-1200,750,7.5,69.5
2021,20211109.0,Hawkeyes,Longwood,56,29,50,44,106,73,21.5,145.5,19.5,143.5,-2000,1000,7.5,77.5
2021,20211109.0,SaintMarysCA,PrairieViewA&M,41,38,46,30,87,68,18,135.5,18,135,-1600,900,10.5,74
2021,20211109.0,SanFrancisco,LongIsland,48,22,50,42,98,64,21.5,147.5,20.5,151.5,-2000,1000,6.5,77.5
2021,20211110.0,Wolverines,Buffalo,51,36,37,40,88,76,17.5,150,13,153.5,-1000,650,4.5,82.5
2021,20211110.0,Demon Deacons,William&Mary,46,18,31,41,77,59,14.5,139,15,139,-1200,750,3.5,74
2021,20211110.0,CentralFlorida,RobertMorris,42,25,27,34,69,59,20.5,142.5,16,140,-1500,850,5.5,73
2021,20211110.0,PennState,YoungstownState,35,26,40,33,75,59,19.5,146,17.5,146.5,-1800,950,7.5,75.5
2021,20211110.0,NewMexico,FlaAtlantic,43,41,56,51,99,92,141,3,pk,140,-110,-110,77,0.505
2021,20211110.0,Wyoming,DetroitU,40,21,45,26,85,47,5,154.5,5,152,-190,170,76.5,2.5
2021,20211110.0,Seminoles,Pennsylvania,51,39,54,31,105,70,20,148.5,19.5,145.5,-2000,1000,8,78.5
2021,20211110.0,IdahoU,LongBeachState,45,43,40,42,89,95,147,6,148.5,7.5,250,-300,81,5.5
2021,20211110.0,No.Colorado,Pacific,38,29,29,36,67,65,140.5,5.5,141,1,-110,-110,75.5,2.5
2021,20211110.0,Rutgers,Lehigh,31,36,32,27,73,70,21.5,138.5,20.5,139.5,-5000,1500,9.5,74
2021,20211110.0,Temple,MDEasternShore,26,25,46,24,72,49,27,133.5,26.5,135,-3800,1600,13.5,70.5
2021,20211110.0,Pirates,FairDickinson,40,20,53,29,93,49,23,149.5,27,148,-8000,1800,11.5,76.5
2021,20211110.0,KansasState,FloridaA&M,33,30,34,27,67,57,17,132.5,16,129.5,-1400,800,9,68
2021,20211110.0,Aggies,NorthFlorida,36,32,28,14,64,46,14.5,140.5,18,140,-2000,1000,9.5,75.5
2021,20211110.0,Vanderbilt,AlabamaState,42,27,49,45,91,72,26,140.5,25.5,144.5,-3300,1400,10.5,76.5
2021,20211110.0,MississippiSt,NorthAlabama,37,26,38,23,75,49,20.5,140.5,21,141,-4000,1400,10.5,71.5
2021,20211110.0,Tulsa,NorthwesternSt,45,39,37,36,82,75,17,142.5,20,143.5,-2500,1100,9.5,78.5
2021,20211110.0,Depaul,CoppinState,41,40,56,32,97,72,17.5,145,23,148,-8000,1800,11.5,79.5
2021,20211110.0,UNLV,GardnerWebb,27,24,37,34,64,58,7.5,138.5,9.5,145,-500,400,5.5,73.5
2021,20211110.0,SeattleU,AlcornState,33,25,36,41,69,66,14,141.5,16.5,144.5,-1500,850,7.5,74.5
2021,20211111.0,SouthDakota,AirForce,32,22,27,31,59,53,9.5,137,7,129.5,-360,300,1.5,68.5
2021,20211111.0,Terrapins,GeoWashington,29,30,42,34,71,64,17.5,137,17.5,142,-1500,850,10,75
2021,20211111.0,Evansville,IUPUI,23,19,37,21,60,40,12,131.5,11,130,-600,450,5.5,66.5
2021,20211111.0,ArizonaState,CalRiverside,32,34,33,32,65,66,10.5,141.5,8.5,138.5,-430,360,6,73
2021,20211111.0,SanJoseState,CSFullerton,45,34,33,42,78,76,149.5,5.5,143,6,200,-240,76.5,5.5
2021,20211111.0,WashingtonU,NorthernArizona,32,30,41,32,73,62,15.5,138,15.5,137.5,-1200,750,9,73
2021,20211111.0,Hawaii,No.Colorado,23,39,55,42,78,81,136.5,1,138,2,110,-130,3.5,72.5
2021,20211111.0,NorthernIowa,Vermont,29,33,28,38,57,71,3,135,7,131,-260,220,5.5,70.5
2021,20211111.0,Providence,SacredHeart,43,36,49,28,92,64,15.5,142,16.5,141.5,-1500,850,8,75.5
2021,20211111.0,CollCharleston,SoCarolinaSt,55,32,51,42,106,74,17,143.5,18.5,151,-2000,1000,4,82.5
2021,20211111.0,NJIT,Merrimack,23,35,31,26,54,61,131,2.5,130.5,3.5,145,-165,69,0.5
2021,20211111.0,Horned Frogs,McNeeseState,36,26,41,35,77,61,24.5,142,22,138,-2500,1100,10,72.5
2021,20211111.0,Bluejays,KennesawSt,22,24,29,20,51,44,20.5,148.5,19,148.5,-1600,900,11,75
2021,20211111.0,SanFrancisco,PrairieViewA&M,42,32,50,44,92,76,17.5,145.5,18,147,-1600,900,8.5,78.5
2021,20211112.0,GeorgiaState,Northeastern,42,42,41,22,83,64,7.5,142.5,7,139,-280,240,4.5,74.5
2021,20211112.0,UCDavis,E.Washington,42,26,42,50,84,76,6,149,7,149,-280,240,1.5,79
2021,20211112.0,CalPolySLO,NorthDakotaState,23,30,34,30,57,60,135.5,9,134.5,7.5,270,-330,70.5,1.5
2021,20211112.0,Richmond,UtahState,43,37,31,48,74,85,3.5,139,6.5,141,-260,220,2,76
2021,20211112.0,EasternMichigan,IllinoisState,32,44,47,35,103,98,pk,139,1.5,139,-130,110,3.5,75.5
2021,20211112.0,Spartans,WesternMichigan,46,25,44,21,90,46,25.5,139.5,24.5,143,-2500,1100,9.5,76
2021,20211112.0,AppalachianSt,ETennesseeSt,28,33,41,34,69,67,1.5,135.5,2.5,133.5,-140,120,2.5,70
2021,20211112.0,Musketeers,KentState,31,36,42,23,73,59,11,143.5,8.5,143,-420,350,7,76.5
2021,20211112.0,Marshall,WrightState,43,43,53,45,96,88,3.5,159,1.5,159.5,-125,105,2,87
2021,20211112.0,Buckeyes,Niagara,42,41,42,33,84,74,21,133.5,20,133,-2000,1000,11,73
2021,20211112.0,NorthernKentucky,NCGreensboro,28,38,36,26,69,70,5,132,6.5,128,-260,220,6,68.5
2021,20211112.0,Columbia,Marist,42,46,25,36,67,82,132.5,3,131.5,6,200,-240,71.5,2.5
2021,20211112.0,IndianaU,NoIllinois,47,20,38,29,85,49,23,137,25.5,143.5,-3000,1200,10,75
2021,20211112.0,EastCarolina,Canisius,47,26,36,45,83,71,5,142,4.5,142,-220,190,76,1.5
2021,20211112.0,Cardinals,Furman,39,35,28,32,72,80,10,140.5,9,145.5,-450,375,5,77.5
2021,20211112.0,Manhattan,Fordham,27,31,39,29,66,60,3,124.5,4,133.5,-175,155,2,71
2021,20211112.0,Tigers,Wofford,39,31,37,37,76,68,9,129,7,130.5,-330,270,2.5,70.5
2021,20211112.0,Wildcats,RobertMorris,46,30,54,30,100,60,25,143.5,23,144.5,-2500,1100,9.5,76.5
2021,20211112.0,GeorgeMason,Pennsylvania,43,27,44,39,87,66,6,144.5,8,148,-350,290,1.5,77.5
2021,20211112.0,UAB,MoreheadState,46,23,39,48,85,71,12.5,136.5,13,136.5,-800,550,3,72.5
2021,20211112.0,Demon Deacons,WesternCarolina,38,36,49,39,87,75,17,142,18.5,146,-2000,1000,9.5,77.5
2021,20211112.0,Hawkeyes,UMKC,37,23,52,34,89,57,20.5,140,19.5,138,-2000,1000,6.5,71.5
2021,20211112.0,SaintLouis,EasternIllinois,50,16,36,28,86,44,21.5,141.5,21,139.5,-2000,1000,6.5,72.5
2021,20211112.0,Aggies,AbileneChristian,28,20,33,41,81,80,11,131,10.5,127,-600,450,4,67
2021,20211112.0,SouthernMiss,ULLafayette,23,29,22,37,45,66,2,140.5,140.5,3.5,140,-160,73.5,0.5
2021,20211112.0,Crimson Tide,SouthDakotaState,41,38,63,50,104,88,12,162.5,12.5,164,-700,500,6.5,87
2021,20211112.0,Badgers,WiscGreenBay,39,15,33,19,72,34,21.5,134,21.5,132.5,-2000,1000,7.5,68
2021,20211112.0,Tigers,ULMonroe,37,39,56,26,93,65,24.5,141.5,26,143,-2500,1100,13,76
2021,20211112.0,Jayhawks,TarletonSt,39,31,49,31,88,62,25,136.5,26.5,133.5,-4500,1500,12.5,71
2021,20211112.0,HoustonU,Rice,44,15,35,31,79,46,14.5,141.5,13.5,140.5,-900,600,2.5,74
2021,20211112.0,Cowboys,Oakland,22,30,33,26,55,56,17.5,145.5,16.5,144.5,-1500,850,12,74.5
2021,20211112.0,Cyclones,OregonState,26,20,34,30,60,50,139.5,3,1,143,-115,-105,75,0.5
2021,20211112.0,Sooners,TexSanAntonio,33,10,63,34,96,44,18.5,140.5,19,137.5,-1600,900,6,70
2021,20211112.0,Yale,Massachusetts,43,30,48,41,91,71,145.5,1,145,1.5,-105,-115,78.5,2.5
2021,20211112.0,Tigers,TexasState,32,37,52,22,84,59,15,139.5,13.5,137.5,-1000,650,9.5,72.5
2021,20211112.0,ChicagoSt,SIUEdwardsville,27,23,40,33,67,56,140,10.5,143,11,475,-650,74.5,6.5
2021,20211112.0,SoIllinois,AustinPeay,25,27,48,28,73,55,14.5,139.5,13.5,140.5,-1000,650,8.5,72.5
2021,20211112.0,Boilermakers,IndianaState,51,30,41,37,92,67,23,143.5,26.5,146,-2500,1100,10.5,78
2021,20211112.0,Mountaineers,Pittsburgh,36,24,38,35,74,59,12.5,138,17,134,-1400,800,6.5,70
2021,20211112.0,Nebraska,SamHoustonSt,27,32,47,33,74,65,11.5,147,11.5,150.5,-600,450,8,78.5
2021,20211112.0,Fighting Illini,ArkansasState,48,26,44,27,92,53,20.5,140,16.5,140,-1400,800,4.5,75
2021,20211112.0,DixieState,SouthernUtah,47,30,36,46,83,76,154.5,10.5,157.5,10.5,425,-550,82.5,8.5
2021,20211112.0,BYU,Aztecs,32,30,34,30,66,60,2.5,135.5,3,135.5,-150,130,1.5,72
2021,20211112.0,Tar Heels,Brown,47,50,47,37,94,87,20.5,145.5,24,147,-3000,1200,12.5,78.5
2021,20211112.0,Wildcats,UTRioGrandeValley,49,24,55,26,104,50,24.5,136,24.5,142.5,-2500,1100,9,75
2021,20211112.0,Pepperdine,IdahoState,33,27,32,33,65,60,5,140.5,4.5,140,-185,165,1,73
2021,20211112.0,Nevada,SanDiego,32,48,36,27,68,75,16.5,153.5,14,152,-1000,650,10,81
2021,20211112.0,WashingtonState,SeattleU,35,32,44,29,79,61,15,140,13.5,140,-1000,650,7.5,74
2021,20211112.0,SantaClara,Stanford,45,32,43,40,88,72,137,3,137,3.5,135,-155,74.5,4.5
2021,20211112.0,Ducks,SMU,50,35,36,28,86,63,6.5,146.5,7.5,143.5,-300,250,0.503,76.5
2021,20211112.0,Bruins,Wildcats,32,30,35,37,86,77,3.5,138.5,3,140.5,-145,125,1,74
2021,20211112.0,Campbell,Hartford,34,38,34,29,68,67,4,134.5,6.52,134,-220,190,4,72.5
2021,20211112.0,RhodeIsland,Bryant,37,37,46,27,83,64,12,149.5,9,154.5,-550,425,4.5,81.5
2021,20211112.0,Bulldogs,CentralArkansas,38,30,47,23,85,53,22.5,138.5,22.5,138.5,-2500,1100,10,72.5
2021,20211112.0,CharlotteU,USCUpstate,40,28,36,36,76,64,13,130.5,14.5,130.5,-900,600,4,70.5
2021,20211112.0,William&Mary,American,25,31,37,43,62,74,2.5,137,2.5,137,-135,115,3,71.5
2021,20211112.0,Presbyterian,VMI,30,24,33,39,73,72,2,143.5,pk,143.5,-110,-110,73.5,1.5
2021,20211112.0,Cavaliers,Radford,41,21,32,31,73,52,17.5,126,17.5,123,-1500,850,5.5,65.5
2021,20211112.0,Blue Devils,Army,38,25,44,31,82,56,24,143.5,25.5,148.5,-3000,1200,12,78.5
2021,20211112.0,Rider,CoppinState,32,29,49,40,81,69,16.5,150.5,15,157.5,-1200,750,8.5,82
2021,20211112.0,MiddleTennSt,BethuneCookman,35,23,36,28,71,51,13,139,12.5,134,-800,550,4.5,70.5
2021,20211112.0,Mississippi,CharlestonSou,37,24,56,44,93,68,25.5,135,23.5,135.5,-3000,1200,10,70.5
2021,20211112.0,BostonCollege,HolyCross,49,27,36,28,85,55,14.5,141.5,16.5,138,-1400,800,5,73
2021,20211112.0,LouisianaTech,JacksonState,38,30,32,38,70,68,15.5,130.5,17.5,129.5,-1500,850,8,68.5
2021,20211112.0,CollCharleston,Lipscomb,46,41,40,36,86,77,5.5,147,5,154,-200,175,1.5,84
2021,20211112.0,GeorgiaTech,Stetson,39,22,38,30,77,52,13.5,141,12.5,140.5,-900,600,4.5,73.5
2021,20211112.0,Lafayette,Cornell,42,50,43,40,85,90,1.5,147,3.5,146.5,-160,140,4,78
2021,20211112.0,Northwestern,HighPoint,34,33,61,27,95,60,18,138,19,135.5,-2000,1000,9.5,71.5
2021,20211112.0,Red Raiders,Grambling,44,31,44,31,88,62,28,136,25.5,140,-4500,1500,12.5,76
2021,20211112.0,Golden Eagles,NewHampshire,34,29,41,41,75,70,13.5,139,13,139.5,-850,575,5.5,74
2021,20211112.0,Bears,IncarnateWord,40,28,47,32,87,60,35.5,139.5,33.5,138.5,-4500,1500,15.5,74.5
2021,20211112.0,Navy,Hokies,27,45,30,32,57,77,136.5,9.5,134.5,10.5,425,-550,73,2.5
2021,20211112.0,GrandCanyon,NorthFlorida,36,24,29,27,65,51,9,140,12,140,-550,425,3.5,72.5
2021,20211112.0,ColoradoState,ArkPineBluff,41,29,50,42,91,71,32,143,33,146.5,-6000,2000,16.5,76.5
2021,20211112.0,FresnoState,LongIsland,41,34,43,26,84,60,12.5,141,11,141.5,-650,475,4,75.5
2021,20211112.0,SaintMarysCA,TexasSouthern,28,31,39,27,67,58,18.5,136.5,17,135.5,-1400,800,9.5,70.5
2021,20211112.0,SoCarolinaSt,LoyolaMaryland,28,29,37,46,65,75,146,9.5,146.5,10,375,-450,75.5,5.5
2021,20211113.0,Fighting Irish,CSNorthridge,32,26,36,26,68,52,23,149.5,25,146.5,NL,NL,12,75
2021,20211113.0,BallState,NebraskaOmaha,44,21,29,48,73,69,8,148,10.5,146,-500,400,1.5,74
2021,20211113.0,SouthFlorida,GeorgiaSouthern,25,33,16,20,41,53,7,131.5,5.5,131.5,-240,200,4.5,68
2021,20211113.0,Iona,Harvard,44,46,34,32,90,87,5,136.5,9.5,138,-380,320,6.5,77
2021,20211113.0,Valparaiso,IllinoisChicago,29,34,30,25,70,74,3.5,130,3,130,-150,130,2,71
2021,20211113.0,Tulsa,AirForce,25,30,33,29,58,59,12.5,129.5,15,124,-1200,750,10.5,66
